city,state,language,localLanguage,Type,Population (2011),Population class,country
Haldwani-cum-Kathgodam,Uttarakhand,Hindi ,हिन्दी,Nagar Palika Parishad,"1,56,060",Class I,India
Srinagar,Uttarakhand,Hindi ,हिन्दी,,"1,50,000",,India
Kashipur,Uttarakhand,Hindi ,हिन्दी,Nagar Palika Parishad.,"1,21,610",Class I,India
Roorkee,Uttarakhand,Hindi ,हिन्दी,Urban Agglomeration,"1,15,278",,India
Rudrapur,Uttarakhand,Hindi ,हिन्दी,Municipal board,88676,,India
Rishikesh,Uttarakhand,Hindi ,हिन्दी,Urban Agglomeration,78805,,India
Ramnagar,Uttarakhand,Hindi ,हिन्दी,Municipal board,46205,,India
Pithoragarh,Uttarakhand,Hindi ,हिन्दी,Municipal board,44964,,India
Manglaur,Uttarakhand,Hindi ,हिन्दी,Municipal board,42584,,India
Nainital,Uttarakhand,Hindi ,हिन्दी,Nagar Palika Parishad,41377,Class III,India
Mussoorie,Uttarakhand,Hindi ,हिन्दी,Urban Agglomeration,29329,,India
Tehri,Uttarakhand,Hindi ,हिन्दी,Nagar Palika Parishad.,25423,Class III,India
Pauri,Uttarakhand,Hindi ,हिन्दी,Municipal board,24743,,India
Nagla,Uttarakhand,Hindi ,हिन्दी,Census town,22258,Class III,India
Sitarganj,Uttarakhand,Hindi ,हिन्दी,Municipal board,22027,,India
Bageshwar,Uttarakhand,Hindi ,हिन्दी,Nagar Palika Parishad,9079,Class V,India
Kolkata,West Bengal,Bengali,বাংলা,Municipal Corporation / Corporation,"44,86,679",Class I,India
Siliguri,West Bengal,Bengali,বাংলা,Municipal Corporation / Corporation.,"15,72,000",,India
Asansol,West Bengal,Bengali,বাংলা,Municipal Corporation / Corporation.,"5,64,491",Class I,India
Raghunathganj,West Bengal,Bengali,বাংলা,Municipality,"3,46,854",,India
Kharagpur,West Bengal,Bengali,বাংলা,Municipality/Industrial Township,"2,93,719",Class I,India
Naihati,West Bengal,Bengali,বাংলা,Municipality,"2,21,762",Class I,India
English Bazar,West Bengal,Bengali,বাংলা,Municipality,"2,16,083",Class I,India
Baharampur,West Bengal,Bengali,বাংলা,Municipality,"1,95,363",Class I,India
Hugli-Chinsurah,West Bengal,Bengali,বাংলা,Municipality,"1,77,209",Class I,India
Raiganj,West Bengal,Bengali,বাংলা,Urban Agglomeration,"1,75,047",,India
Jalpaiguri,West Bengal,Bengali,বাংলা,Municipal Corporation / Corporation,"1,69,013",Class I,India
Santipur,West Bengal,Bengali,বাংলা,Municipality,"1,51,774",Class I,India
Balurghat,West Bengal,Bengali,বাংলা,Municipality,"1,51,183",Class I,India
Medinipur,West Bengal,Bengali,বাংলা,Municipality,"1,49,769",,India
Habra,West Bengal,Bengali,বাংলা,Municipality,"1,49,675",Class II,India
Ranaghat,West Bengal,Bengali,বাংলা,Urban Agglomeration,"1,45,285",,India
Bankura,West Bengal,Bengali,বাংলা,Municipality,"1,38,036",Class I,India
Nabadwip,West Bengal,Bengali,বাংলা,Municipality,"1,25,528",Class I,India
Darjiling,West Bengal,Bengali,বাংলা,Municipality,"1,20,414",Class I,India
Purulia,West Bengal,Bengali,বাংলা,Municipality,"1,13,806",,India
Arambagh,West Bengal,Bengali,বাংলা,Municipality,66175,Class II,India
Tamluk,West Bengal,Bengali,বাংলা,Municipality,65306,Class II,India
AlipurdUrban Agglomerationr,West Bengal,Bengali,বাংলা,Municipality,65232,Class II,India
Suri,West Bengal,Bengali,বাংলা,Municipality,61806,,India
Jhargram,West Bengal,Bengali,বাংলা,Municipality,61712,Class II,India
Gangarampur,West Bengal,Bengali,বাংলা,Municipality,56175,Class II,India
Rampurhat,West Bengal,Bengali,বাংলা,Municipality,50613,,India
Kalimpong,West Bengal,Bengali,বাংলা,Municipality,42998,Class III,India
Sainthia,West Bengal,Bengali,বাংলা,Municipality,39145,,India
Taki,West Bengal,Bengali,বাংলা,Municipality,38263,Class III,India
Murshidabad,West Bengal,Bengali,বাংলা,Municipality,36947,,India
Memari,West Bengal,Bengali,বাংলা,Municipality,36207,,India
Paschim Punropara,West Bengal,Bengali,বাংলা,Census town,31198,,India
Tarakeswar,West Bengal,Bengali,বাংলা,Municipality,30947,Class III,India
Sonamukhi,West Bengal,Bengali,বাংলা,Municipality,27354,,India
PandUrban Agglomeration,West Bengal,Bengali,বাংলা,Census town,27161,,India
Mainaguri,West Bengal,Bengali,বাংলা,Census town,27106,,India
Malda,West Bengal,Bengali,বাংলা,Municipality,23218,,India
Panchla,West Bengal,Bengali,বাংলা,Census town,22051,,India
Raghunathpur,West Bengal,Bengali,বাংলা,Municipality,21932,,India
Mathabhanga,West Bengal,Bengali,বাংলা,Municipality,21107,,India
Monoharpur,West Bengal,Bengali,বাংলা,Census town,20846,,India
Srirampore,West Bengal,Bengali,বাংলা,,19500,,India
Adra,West Bengal,Bengali,বাংলা,Census town.,14956,Class IV,India
